text,aspect,label
"i have been trying this app for a week now, the window laptop version is the best, i feel like to be more productive and more organized as well.",app,0
"hello dear, do you have a free trial now?",trial,2
the orders cannot be delivered many times and not able to contact a customer care executives properly,delivered,0
More free can be given more access,free,1
hey @notionhq is there a way to add a webpage title/embed image into the cover image for gallery table views?,gallery,1
my card has been swiped without my authorization,authorization,0
i love this app so much!,app,2
but please add the Arabic language in the program,language,1
"When I made a payment of $ 74.97 / month / 3 members, Asana sped on it for 12 months",payment,0
i was finally able to finish my project but it would not save because it continued to crash.,save,0
the problem is that when i push my exported pdfs to github the contents of the pdf are lost.,PDFs,0
i like your service very much and my family has liked your service very much,service,2
easy to operate and help line availability,Easy,2
"high battery consumption, poor optimization and",optimization,0
user friendly.,User friendly.,2
"i love this app, but it is a little slow compared to apps like microsoft's to-do, trello or onenote, etc","app,",2
"Love this , I can catalogue all my craft goods , and having the table form is absolutely easy for me to read and see if I have doubles , but this helps for when I’m shopping for more craft goods",craft,1
Thanks for restoring “the old” inbox view!,inbox,2
very bad experience for today incessant,bad experience for today,0
there should be prompt updates to customers on deliveries and or delays to customers make alternate plans,deliveries,0
and i want to make sure that it fits my needs before purchasing,purchasing,1
"as of the moment, we do not have an option to manually edit the created date, sorry about that.",edit,1
wait a second.,wait,2
@notionhq it would be nice if we could have an option to see the export's cut lines on the pages to get a perfect v.,lines,2
it plays the scene and not frm the beginning of the scenes,scene,1
"Here's my suggestion: remove this app from the App Store and enable Progressive Web App support for the Asana website. 

",website,1
remove service charges.,service charges.,0
ease of ordering timely deliveries excellent customer support,ordering,2
then my scene appears.,scene,1
"I tried the app just a few minutes ago, and I am already planning a big project!",big,2
I don't get notifications when I'm assigned a task.,task,1
"hello, i did the requested, left and signed in again and still can not download my project, could you help me please?","project,",0
if half ltr of milk delivery charge 1 rs.,delivery charge,0
"The app is (quite) simple and efficient, just a pity that the ipad version is very but very limited, basically it is identical to that of the iPhone.",iPhone,1
